text,label
Mặc cảm ngoại hình có liên quan đến OCD đúng không?,Rối loạn ám ảnh cưỡng chế (OCD)
"Hành vi cưỡng bức phức tạp hơn và để giảm lo âu, hành vi cưỡng bức thường bắt đầu bằng ám ảnh, tic thường có báo trước bằng sự thôi thúc, cảnh báo.",Rối loạn lo âu
Các đặc điểm về tâm lý thường xuất hiện vì bệnh CreutzfeldtJakob là gì?,Bệnh CreutzfeldtJakob
Chứng sợ khoảng trống ít xuất hiện ở người già đúng không?,Hội chứng sợ khoảng rộng (agoraphobia)
"Hội chứng Fregoli khác với hoang tưởng bị hại. Người mắc chứng hoang tưởng truy hại luôn cho rằng những người xung quanh có ý đồ xấu, thậm chí muốn giết hại bản thân. Tuy nhiên, bệnh nhân hoàn toàn không bị rối loạn nhận dạng. Trong khi đó, người mắc hội chứng Fregoli cho rằng những người xung quanh đều đã bị một đối tượng cụ thể mạo danh, cải trang với mục đích hãm hại bản thân.",Hội chứng Fregoli
Rối loạn thách thức chống đối (ODD) là một loại rối loạn hành vi được chẩn đoán chủ yếu ở trẻ em. Hành vi của những trẻ mắc ODD thường ảnh hưởng và gây phiền toái đối với mọi người xung quanh.,Khác
Tiếp xúc với mô não hoặc tủy sống của người bệnh CJD cũng có thể dẫn đến lây bệnh.,Bệnh CreutzfeldtJakob
"Cà phê, bia rượu, đồ uống có cồn và các chất kích thích khác là những thực phẩm hàng đầu làm tàn phá sức khỏe, gây mất ngủ, kích thích thần kinh, tăng lượng mỡ trong máu cùng rất nhiều nguy hiểm khác",Rối loạn thần kinh thực vật
Tại sao các chuyên gia tâm lý vẫn chưa thể xác định cụ thể về nguyên nhân gây ra tình trạng rối loạn hoảng sợ?,Rối loạn lo âu
Những mong chờ về ngoại hình của xã hội dẫn tới hành vi ăn kiêng đúng không?,Rối loạn ăn uống
"Nhìn chung, tuy không ảnh hưởng nghiêm trọng đến sức khỏe tổng thể nhưng rối loạn giấc ngủ tiền mãn kinh có thể kéo theo nhiều hậu quả khó lường nếu phát triển mạn tính và trở nên tồi tệ. Do đó, để chủ động phòng tránh, phái đẹp cần thiết lập thói quen ngủ khoa học, xây dựng chế độ dinh dưỡng cân bằng và duy trì lối sống lành mạnh.",Rối loạn giấc ngủ (Hypersomnia)
 Nỗi sợ hãi hay lo âu ở trẻ em bị rối loạn lo âu xã hội thường được biểu hiện như thế nào ?,Rối loạn lo âu xã hội (SAD)
"Xenophobia, hay ám ảnh sợ người lạ, là một thuật ngữ rộng có thể được áp dụng với bất kỳ nỗi sợ nào lên một người nào đó ngoài bản thân chủ thể.",Khác
"Các dấu hiệu cửa rối loạn hoảng sợ có thể diễn ra rất nhanh mà không có lý do chính đáng:
  Tim đập nhanh, thình thích, đánh trống ngực
  Đổ mồ hôi
  Cảm giác khó thở hoặc thở nông
  Cảm giác ngạt thở
  Đau ngực hoặc khó chịu
  Nỗi sợ mất kiểm soát và cảm tưởng ""phát điên""
  Sợ chết
 Ít nhất một cơn hoảng sợ đã được theo dõi sau 1 tháng hoặc hơn về sự lo lắng về sự thay đổi rõ ràng trong hành vi thích nghi liên quan đến cơn hoảng sợ như tránh né, tránh nơi đông người,...",Rối loạn hoảng sợ (Panic disorder)
Rối loạn nhân cách hoang tưởng (PPD) có dấu hiệu nào sau đây?,Khác
"Thông thường, rối loạn giấc ngủ thường là cảnh báo đầu tiên của bệnh. Cùng với đó, cơ thể có thể xuất hiện các dấu hiệu đi kèm như sốt nhẹ, chán ăn, mệt mỏi hoặc buồn bã, khó chịu,…",Rối loạn loạn thần
 Rối loạn hoang tưởng thường sẽ khởi phát ở tuổi nào ?,Bệnh rối loạn tâm thần ở tuổi già
"Em có đứa cháu họ, bố mẹ kêu gửi về quê ở nhà em vài tháng. Đứa cháu 12t, không được bình thường, cụ thể là hay lặp đi lặp lại 1 cụm từ, đưa tay vỗ người, vỗ ngực; không có khả năng biểu đạt mong muốn hoặc cảm xúc, nhận thức kém. Đứa bé như kiểu bị tự kỷ từ bé, suốt ngày quanh quẩn ở nhà với 1 bà giúp việc và xem điện thoại suốt mấy năm nay rồi. Kính mong có vị bác sĩ nào từ tâm, ib tư vấn em chút với ạ chứ nhìn cháu như vậy, không biết cháu bị bệnh gì và phương pháp để chữa trị cũng như giao tiếp với bé ạ.",Rối loạn phổ tự kỷ (ASD)
Ám ảnh cụ thể là nỗi sợ hãi và lo lắng về một tình huống hoặc đối tượng cụ thể ở mức độ vượt quá mức độ nguy hiểm hoặc nguy cơ thực tế,Khác
Hội chứng EHS này được bác sỹ Silas Weir Mitchell nhắc đến lần đầu với tên gọi là “nổ giác quan” vào năm 1876 khi 2 bệnh nhân của ông bị đánh thức bởi những tiếng như tiếng chuông vang rền hay tiếng súng nổ trong đầu.,Hội chứng Exploding Head
Mối quan hệ của bệnh nhân rối loạn nhân cách loại (dạng) phân liệt (STPD) như thế nào?,Rối loạn nhân cách phân liệt (ScPD)
"Một bệnh nhân kể rằng họ trải qua cảm giác nóng hoặc lạnh cơ thể trước khi nghe thấy tiếng nổ lớn trong đầu. Theo bạn, triệu chứng này có liên quan đến hội chứng nào sau đây?",Hội chứng Exploding Head
 Đâu là những dấu hiệu rõ ràng nhất của bệnh rối loạn tiền đình ở trẻ em ?,Rối loạn tiền đình
"Tiêu chuẩn chuẩn đoán rối loạn tích trữ theo DSM 5
 Khó khăn kéo dài trong việc từ bỏ đồ vật mặc dù chúng không còn nhiều giá trị.
 Sự khó khăn này là do trước đây có nhu cầu phải giữ gìn những vật dụng này và do cảm thấy stress khi phải từ bỏ chúng.
 Khó khăn trong việc từ bỏ đồ vật vật dẫn đến dồn ứ và chiếm nhiều không gian sống và về cơ bản, cũng có những lúc cố gắng sử dụng chúng. Theo bác sĩ tâm thần, nếu có việc loại bỏ những vật dụng này để mở rộng không gian sống thì việc này là do sức ép của người khác (ví dụ như: các thành viên gia đình, người dọn vệ sinh, nhà chức trách).
 Sự tích trữ gây ra stress đáng kể về mặt lâm sàng hoặc gây tổn thiệt đến các chức năng xã hội, nghề nghiệp hoặc các lĩnh vực quan trọng khác (bao gồm cả việc duy trì an toàn môi trường cho cá nhân và những người khác).
 Rối loạn tích trữ không do một bệnh cơ thể khác (ví dụ: chấn thương sọ não, bệnh mạch máu não, hội chứng PraderWilli).
 Rối loạn tích trữ không thể được giải thích tốt hơn bởi một rối loạn tâm thần khác (ví dụ: ám ảnh trong rối loạn ám ảnh cưỡng chế, giảm năng lượng trong rối loạn trầm cảm chủ yếu, hoang tưởng trong tâm thần phân liệt và các rối loạn loạn thần khác, suy giảm nhận thức trong rối loạn thần kinh  nhận thức, hứng thú hạn chế trong rối loạn phổ tự kỉ).",Khác
Rối loạn nhân cách kịch tính (HPD) là gì?,Rối loạn nhân cách kịch (HPD)
Những thông tin được cung cấp không thể thay thế cho lời khuyên của chuyên viên y tế.,Rối loạn lo âu
"Rối loạn ăn uống và sự cắt đứt các mối quan hệ với người khác thường được hiểu như là sự đáp trả lại các căng thẳng từ cuộc sống bao gồm tình dục, thể chất, tình trạng phân biệt chủng tộc và sự nghèo đói.",Rối loạn ăn uống
10% 63% người nghiện rượu bị RLCD đúng không?,Rối loạn cường dương
Loạn Thần Bệnh Lý Ngắn Hạn (Brief Psychotic Disorder) Là Gì?,Rối loạn loạn thần
Tỷ lệ RLCD ở người hút thuốc là 11% đúng không?,Rối loạn cường dương
"sợ không gian hẹp, nỗi sợ sẽ bị bao vây bởi điều gì?",Chứng sợ không gian hẹp (Claustrophobia)
"Các phương pháp can thiệp cho rối loạn lo âu có thể được chia làm 03 loại: 
 Trị liệu tâm lý Các kỹ thuật chăm sóc bổ sung Trị liệu dùng thuốc",Rối loạn lo âu
"Tự kỷ có thể xuất hiện trong năm đầu tiên nhưng, tùy thuộc vào mức độ nghiêm trọng của các triệu chứng, chẩn đoán có thể không rõ ràng cho đến khi đến tuổi đi học.
 Có hai rối loạn đặc trưng trong tự kỷ:
 Trẻ thiếu tương tác và giao tiếp xã hội
 Trẻ tự bó hẹp bản thân, cácsở thích và/hoặc hoạt động bị hạn chế, lặp đi lặp lại
 Cả hai tính năng này phải có mặt ở độ tuổi rất nhỏ (mặc dù chúng có thể không được công nhận vào thời điểm đó) và phải đủ nghiêm trọng để làm giảm đáng kể khả năng của trẻ khi hoạt động ở nhà, trường học hoặc các tình huống khác. Các biểu hiện phải rõ ràng hơn so với mức phát triển bình thường của trẻ và được điều chỉnh theo các chuẩn mực trong các nền văn hoá khác nhau.
 Ví dụ về sự thiếu tương tác và giao tiếp xã hội bao gồm:
 Thiếu hụt về giao tiếp xã hội và/hoặc tình cảm (ví dụ, không bắt đầu hoặc không đáp ứng với các tương tác xã hội hoặc cuộc trò chuyện, không chia sẻ cảm xúc)
 Trẻ không giao tiếp xã hội (ví dụ: khó diễn đạt ngôn ngữ cơ thể, cử chỉ và sự biểu đạt, giảm biểu cảm trên khuôn mặt và cử chỉ và/hoặc giao tiếp bằng mắt)
 Thiếu hụt trong việc phát triển và duy trì các mối quan hệ (ví dụ, kết bạn, điều chỉnh hành vi với các tình huống khác nhau)
 Những biểu hiện đầu tiên mà cha mẹ nhận thấy có thể là chậm phát triển ngôn ngữ, không biết chỉ tay vào đồ vật từ xa, không được cha mẹ quan tâm hoặc chơi đùa điển hình.
 Ví dụ về sự bó hẹp bản thân, có các sở thích và/hoặc các hoạt động lặp đi lặp lại bao gồm
 Các hành động hoặc lời nói rập khuôn, lặp đi lặp lại (ví dụ: vỗ tay liên tục hoặc co các ngón tay, lặp lại các cụm từ đặc thù hoặc lời nói của người khác, xếp đồ chơi)
 Không thay đổi các thói quen và/hoặc nghi lễ (ví dụ trẻ rất khó chịu khi có những thay đổi nhỏ trong bữa ăn hoặc quần áo, có lễ nghi chào rập khuôn)
 Các mối quan tâm cao, bất thường về một vật (ví dụ như bận tâm với máy hút bụi, bệnh nhân lớn tuổi thường viết lịch bay)
 Phản ứng quá mức hoặc dưới phản ứng với các kích thích đầu vào (ví dụ ghét một số loại mùi vị, hoa văn, không có sự thay đổi rõ ràng với cảm giác đau hoặc nhiệt độ)
 Một số trẻ em bị ảnh hưởng bởi một số tổn thương trước đó của chúng. Khoảng 25% trẻ bị ảnh hưởng trải qua sự mất kiến thức về các kĩ năng trước đó đã có.
 Tất cả trẻ em bị chứng tự kỷ có ít nhất một số khó khăn về tương tác, hành vi và giao tiếp; tuy nhiên, mức độ nghiêm trọng của các vấn đề trên rất khác nhau.
 Một số giả thuyết gần đây cho rằng vấn đề cơ bản của chứng tự kỷ là ""mindblindness""  không có khả năng tưởng tượng những gì mà người khác suy nghĩ. Vấn đề trên được cho là gây ra những bất thường tương tác, dẫn đến sự phát triển ngôn ngữ bất thường. Một trong những dấu hiệu sớm nhất và nhạy nhất ở chứng tự kỷ là trẻ 1 tuổi không có khả năng giao tiếp với đồ vật ở khoảng cách xa. Một giả thuyết khác cho rằng trẻ không thể hình dung những gì mà người khác có thể hiểu những vấn đề đã được nhắc tới; thay vào đó, trẻ chỉ muốn chạm vào vật mình muốn hoặc dùng tay người lớn làm công cụ. Nghiên cứu gần đây cũng cho thấy sự khác biệt trong xử lý cảm giác là nền tảng của sự tương tác xã hội và sự khác biệt giao tiếp hiện diện ở trẻ nhỏ bị rối loạn phổ tự kỷ.
 Trẻ thường có các bệnh khác đi kèm, đặc biệt chậm phát triển trí tuệ và rối loạn học tập. Ở trẻ xuất hiện các tổn thương thần kinh không cục bộ như dáng đi không linh hoạt hoặc rập khuôn các động tác. Động kinh xảy ra ở 20 40% trẻ em (đặc biệt là những trẻ có chỉ số IQ < 50).",Rối loạn phổ tự kỷ (ASD)
