text,labels
phạm mỹ quyên jr ah uh anh cùng mong bọn nhoi nhoi không đâm vào ai mà đâm vào cột mốc ý nhưng đừng chết mà què cụt thôi mới nhớ đời được còn riêng em anh góp ý nhỏ không ai nắm tay được từ sáng đến tối em nhé,"[0, 25]"
nguyenson_88 trải qua gian khổ mới biết quý trọng bác ạ,"[9, 5]"
níu kéo quá khứ xong để nó nhấn chìm mình vì mình không kiếm soát được nó buồn,"[21, 18]"
làm người mình thương nhất bị tổn thương buồn buồn buồn buồn buồn thật lòng anh không muốn vậy dù si nghĩ anh cũng không dám xin em hiểu dumg anh,"[21, 22, 18]"
thật may em đã gặp được người tài xế tốt,"[9, 10, 2]"
trời đất 580k không tiếc thì tiếc gì trời người ta làm ăn đàng hoàng hứa hươu hứa vượn là người lớn mà làm trò mất nết vậy trời ngạc nhiên,[23]
cười lâu lắm rùi mới thấy nó,[2]
những cái đáng làm không làm những cái không đáng làm thì làm cho tới,[23]
chỉ mong pháp luật nhẹ tay tha cho mấy đứa về nhà mùng 2 và ngày 16 âm lịch thôi,"[5, 6, 4]"
sofm làm huấn luyện viên luôn cho 2 đội đi chung kết thế giới thì hết nói chuyện chấm,[0]
per bị chì chiết từ 6h sang đến 23h phia vẫn sống vui vui,[2]
yêu nhau lắm cắn nhau đau tao thấy dòng chảy tiền kiếp của 2 đứa mày là vậy,[23]
xã hội xưa một nghèo 2 trắng người thầy là người có học được xã hội trọng vọng còn giờ xã hội của kể có tiền có tiền ắt có quyền có thế khi nó hỗn với thầy cô là vì bản thân nó cảm thấy ưu việt hơn và thầy cô không bằng nó cái bản tính đó có thể từ gia đình bố mẹ đem tiêm vào đầu nó thôi,[24]
chỉ vì nóng tính mà tôi đã đánh mất yêu,"[18, 21]"
đống góp ý kiến gì mà tằm với tàu không hà,"[25, 23]"
kẻ bình luận mạnh nhất hiện tại,"[7, 8]"
bố mẹ sinh ra sao thì phải bình thường trân trọng bấy nhiêu tự tin lên,"[11, 5]"
phản cảm,[23]
nhân nguyễn người ta không cười ăn hết của ông nội mày để lại à,"[24, 25, 26]"
per quan trọng là phải có hội nói sấu sếp vậy,"[0, 1, 2]"
tuyen tran có độc thì không ai giám ju kaka,"[0, 26]"
đối với em thì cách để xả stress nhanh nhất là khóc khóc là thứ nhanh nhất để xả stress cứ để nó chảy theo dòng cảm xúc thôi,"[10, 27]"
nhạc hot ghê,[1]
tui từng làm việc với cả hdm với vhl riêng tui thì tui tin mỗi mình chị hà linh về mặt chất lượng sản phẩm,[11]
sao nó leo lên được tới đó vậy,"[14, 13]"
tôi không phải con sến súa không cần quá cầu kì lãng mạn cầu hôn tao thế này là tao đổ rồi per,[2]
chính nguyễn dựng lại hiện trường để xác định hành vi phạm tội của nghi phạm huỳnh chi,[14]
chưa có cơ hội nói cảm ơn và xin lỗi vì chúng ta xứng đáng được bình yên,[21]
văn mình nguyễn thế địt mek mày ổng nói sai à đừng có phủ nhận thành quả đừng nhìn từ lỗ đít nhìn lên,"[24, 25]"
cô gái này thật dễ thương anh cứ nhắm mắt làm đại một lần thôi mà,[2]
mãi yêu,"[3, 7]"
em hướng ngoại hay nói chuyện với mọi người xung quanh nhưng em không nói chuyêm với gia đình,"[21, 27]"
tư hào lắm,[7]
quá độc ác,"[23, 24]"
đừng trao duyên cho tao khi chưa biết rõ tao buồn,"[25, 21]"
per cười đặt bánh thì đặt thành cặp nhé cười,"[0, 2]"
mặt tớ không được vline mũi vừa tẹt còn to miệng thì không được chúm chím lại còn môi hếch mắt vừa sụp mí lại còn bụp mắt nhưng vết thâm lè da mặt thì không chỗ nào không có mụn nhưng tớ không gét tớ tớ tự ti nhưng cx tự tin,[15]
ông cậu nhạy bén vậy mà cháu vẫn không thể nào có tia hi vọng cô giáo thật sự rất vô trách nhiệm kể cả tài xế lái xe bao nhiêu vụ như vậy rồi đúng là không thể giao con cho ai cả tự đưa đón vẫn hay hơn,"[20, 26]"
xa anh mới ban chiều thế mà lòng sao buồn hiu nó máu lạnh phát sợ những đứa như này rất hay đổ lỗi cho nạn nhân trong 1 việc nào đó,"[24, 23]"
thử đụng vô tao coi dume mấy thằng lol cặn bã,"[24, 23]"
tao đéo thấy nó hay trỗ lào mà bọn nó cuồng vãi,"[25, 24]"
23 năm rồi tao còn chưa được đi chơi với bồ trung thu lần nào cả buồn,"[20, 21]"
hay wa anh oi,[11]
thật buồn tự ti vl,"[21, 19]"
lau mặt bằng quần chíp của vợ à,[2]
xem đi xem lại mà khóc sướt mướt buồn buồn buồn,"[21, 22]"
không gì hối hận cả sự vui vẻ khi ấy là cái giá phải trả của hiện tại,[18]
nhắn tin đức đánh kiểu nóng giận chắc cũng không đến nổi chứ đánh kiểu nockout này chịu cười,[0]
cháu thực sự rất thích xem ví dụ của chú ngay sau khi xem ví dụ đầu tiên thực sự nó mang đến một nguồn năng lượng tích cực cảm ơn chú nhiều,"[5, 9]"
nguyenanh200sao đúng nhỉ,"[11, 14]"
thích thật,[2]
phạm bích hạnh xấu mặt dân nam định,"[19, 20, 21]"
mà quan trọng là sao nó leo được tới đó dị,"[14, 13]"
con bé xinh thế,[2]
nguyễn hoàng giang bạn có thể giàu có thể có mer và có mạng nhưng ông ít học khả năng đọc hiểu dốt và không có văn hoá là chắc chắn,"[23, 25]"
hồi nhỏ thì tao bị cả bầy dí được fine vui đến khi tao 12 và đi học đại học năm nhất sau 1 tháng xa nhà về nhà và cái kết là tao không còn bước ra khỏi cửa nữa nó dí everywhere vui,"[0, 16]"
xem không dưới 3 lần chia sẻ không dưới 2 lần nhưng mỗi lần nhìn thấy lại xem lại buồn,[21]
cuối cùng tao cũng được xem hết mấy cái video mà trước đọc comt đéo hiểu gì,[0]
mày định lướt qua rồi nhưng khi đọc bình luận của các bạn và xem kĩ lại thì mày đã rớt nước mắt buồn buồn buồn người cha thật vĩ đại,[21]
bình thường tôi xấu nhưng chưa bao giờ quá tự ti về bản thân làm đ gì có ai hoàn hảo đâu có người đẹp nhưng nết kì thì cx vứt kém sắc mà giỏi thì ai nói gì đâu,[5]
ngoại hình nhan sắc dù tui không đẹp nhưng được cái hát hay đỡ tự ti mọi người cố tìm điểm nổi bật của mình nha,"[5, 7]"
ngạc nhiên vừa vẽ đẹp lại còn biết sáng tạo vui,[13]
nhìn mẫu này lạ mắt mà đẹp quá,[13]
điên,[23]
ám ảnh cảnh này buồn nhưng thế mới đúng là breaking bad,"[8, 16, 21]"
thật sự,[27]
người yêu tao bỏ tao rồi buồn,[21]
xin loi bà nha áo tui hơi giản,[18]
quá đỉnh luôn chứng tỏ không có tuổi nào là muộn để phát triển bản thân cả hồi trước mình cũng lo lắng vì đã gần 30 mà tiếng anh vẫn bập bõm công việc thì trì trệ may mà quyết tâm học lại tiếng anh bài bản giờ cơ hội tốt hơn hẳn luôn quan trọng là mình chịu thay đổi và cố gắng thôi,"[5, 7]"
tao thì trông nó truyền điện chết mẹ đi loại này sống nguy hiểm cho xã hội,[23]
cô giáo như cái lìn mà dume đánh con cháu tao ntnay thù từ thằng đánh lẫn đẻ ra đứa đánh bố cũng đập cmm chúng mày hết,[24]
kim phúc cc,[0]
per mày ơi trò này lợi hại nè áp dụng ngay,[2]
mọi người ơi cũng không tìm thấy ig của anh luôn ạ buồn cầu xin,"[20, 21]"
chơi thêd quá tốt rồi có cái đấu trường lớn mình tâm lý chiến yếu thôi chứ hôm qua mà đánh như hôm nay ăn chắc,"[5, 1]"
song xong,"[7, 10]"
phùng ngọc toàn tương tác pháp cũng là thằng dẹo mà,[23]
chuẩn tao mà chơi hoặc làm việc cùng bọn con gái tính công chúa một thời gian thì tao ngày nào cũng sờ troét sau đó bị trầm cảm,"[23, 25]"
người tài như vậy lại không được sử dụng đúng mục đích quá buồn,"[20, 21]"
tvnhinhi xinh quá em,[8]
phong nguuyen già rồi mở mắt lớn tí đọc cho kĩ,[25]
phương nhung nhiễm sắc thể là nam giới nhé bạn chỉ có ngực âm hộ là giống nữ thôi cơ bắp xương hóc môn là giống nam gần giống kiểu nam giới bị cắt bớt vòi và ngực nhô thêm thịt vậy đó,[27]
chị giang làm 1 video về marketing đi ạ,"[14, 4]"
lương cũng sắp về rồi,"[2, 5, 1]"
vậy mình xin chúc đúng không nó năm tới không còn cô đơn nữa nha cười lk,"[2, 5, 0]"
lão hạc xử lý sử lý,"[27, 11]"
per giống câu chuyện anh kể hôm bữa qua ha con chó này 3 lanh thiệt ak,[0]
được đóng phạt là may lắm rồi,"[25, 26]"
nghe bạn này nói dễ thương zị,"[8, 2, 3]"
rất tự ti,"[21, 19]"
chịu rồi không ai có thể giúp bạn chỉ có chính bạn mới giúp được bạn thôi,[27]
sao giá ảo quá vậy vui,"[25, 26]"
ước gì con về với mẹ đợi mấy tháng rồi vẫn chưa thấy bóng dáng con mong con vẫn sống,[21]
đùa cảnh sát việt nam tài thật vụ gì cũng bắt trong 48 giờ,"[0, 11, 8]"
per bất hạnh vãi mà tao với mày đéo tạo được niềm vui vậy,[21]
cháu nó ở nhà ngoan lắm đây rồi các cháu có thể học làm người bình thường được không,"[5, 6]"
nó lại dễ con ạ vậy,[2]
tôi tự hào là người việt nam tôi yêu việt nam,"[7, 3]"
cười ha thâm nữa mà thiệt chỉ có trong cổ tích nhé,[2]
lấy vợ xong đã đầu tư được cái váy với cái vương miện rồi,"[1, 2]"
biết giả vẫn phải tạo,[23]
tôi gặp quả này thì bỏ xe mà chạy,[16]
ut det ta kieu coi mà chảy nói chuyện mắt á,[21]
lụm điều cho ba má 2 ngàn 1 ngày bỏ heo đất thằng hàng xóm vô trộm mất khóc lóc mấy ngày,"[21, 22, 24]"
chị và mọi người ơi giúp em với toeic 2 kỹ năng của em khoảng 470 thôi ạ buồn giờ em phải làm sao trong 6 tháng có thể có được 5 5 ielts em mong chị và mọi người chỉ giúp em xin cám ơn ạ _,"[17, 4]"
5 năm hay 10 năm cũng không đoan được lòng người buồn,"[20, 22]"
trời ơi tao chóng mặt quá đi buồn,"[21, 20]"
hoàng thị thủy mình đồng ý với quan điểm của bạn bà thuận này đầu đất,"[23, 25]"
bún cá không phải máu lạnh mà là ngu bác ạ con người mà có tư duy nó ăn nói khác ngay,"[23, 21]"
có khi nào là chủ tịch giả vờ không,[27]
best gái ngành hôm nay đắt hàng,[0]
tự tin lên các cô gái oii tớ đã cố gắng tập và tự tin hơn ruii không phại đeo ktrang nua yêu thương,"[5, 6]"
tao đa khóc khi xem phim này buồn buồn buồn buồn buồn,[21]
bạc xi vàng cho hít thoải mái nha,[0]
tôi cũng gần 30 mà này chọn cách xa nhà,"[21, 18]"
tôi sợ mấy thanh niên như này nha còn ở được với nhau thì không sao lỡ không hợp muốn chia tay dễ làm hành động cực đoan lắm buồn,[16]
tớ chỉ an ủi bạn í thôi mà buồn,"[6, 21]"
chắc học từ bỏ quá,"[20, 21]"
thằng nào phán sai bỏ tiền túi ra mà đền cho người bị oan sai đừng lấy tiền của nhà nước,[23]
per ghét ghê bây,[24]
thật sự là đáng trách cô giáo vô trách nhiệm,"[24, 26]"
1 câu thôi tự hào hai chữ việt nam muôn năm yêu thương,"[7, 3]"
phải giết ngay không nó lại đẻ trứng,"[23, 24]"
nói chứ uống đi 1 ly thì giảm ăn một bữa sẽ không khiến mày phì đâu,[27]
mathimau09 được bạn nè,[11]
nói nhiều cười nhiều để che vết xước bên trong,[21]
đặng kiên giờ bê đi khắp các hội nhóm rồi ấy,[23]
động lực để phụ nữ chiến đấu chính là gia đình và bản thân họ vui,"[0, 27]"
xem mới biết là dân ngu muội tới cỡ nào,"[23, 24, 12]"
per bạn trà ơi năm nay là pải mạnh dạn và bất chấp nhé,[2]
mình cảm thấy những trải nghiệm và những góc nhìn và nhân quan sống của anh này rất giống mình và mình đã học và hiểu rất nhiều cảm ơn anh nhiều ạ,"[11, 9, 12]"
1 anh thợ có tâm và đầy trách nhiệm,"[8, 11]"
giận ngược trở lại chúng nó sớm chia tay thôi vui,"[0, 24, 25]"
lê thuý quỳnh em hay quá,"[0, 1]"
per đọc nhầm con nhện thành con gián vui thật khó hiểu,"[0, 15]"
tvnhinhi có thất bại mới có thành công cánh cửa này đóng lại cánh cửa mới lại mở ra vậy ta có dám dũng cảm để bước vào không,[5]
khổ thân bà quá,"[6, 21, 22]"
chúc mày mau khỏi nhá team thích ăn thịt gà như tao,[27]
đã sợ rồi cố gắng hí mắt để xa ra để coi như thế nào khúc cuối hết hồn dục luôn cái điện thoại vui,"[13, 16, 17]"
văn mình quá đường trong sổ đỏ người ta mà,[23]
có cái ảnh tỉ năm trước cứ đăng đăng con cặc đéo thấy nhàm à nghĩ thôi thấy bất hạnh vãi,"[23, 25]"
chị nói hay thiệt yêu thương,"[8, 2]"
cho dù có tông chết người đi nữa thì có sai là sai với pháp luật còn có pháp luật xử lý nghiêm mình chứ nói như các bác chắc mấy thằng trộm cướp đâm cha thuốc chú đụ bà thím chắc bị đánh đập tra tấn chết hết à pháp luật khỏi xử lý khỏi phải ở tù xin nhấn mạnh câu thượng tôn pháp luật đúng sai gì thì có pháp luật xử lý chứ không có cá nhân tổ chức nào có quyền xử lý người khác theo cách của mình được,[24]
hỏng cả một thế hệ buồn,[23]
nhìn lại mình thật may mắn tuổi thơ được trọn vẹn bên nội càng lớn càng ngộ ra phải biết trân trọng nhiều hơn nữa buồn,"[12, 9]"
chỗ này ở hà đông đúng không bạn,[14]
bi nguyễn bệnh đấy mệt lắm,[0]
loại bi này ngon quá vừa uống,"[2, 11]"
gocnhocuabo chào buổi sáng người anh em đã hốt 1 xanh trong bài,"[2, 1]"
tao xin bổ sung thêm,[27]
đọc đô rê mon sẽ hiểu nhé nhật bàn sẽ là đất nước toàn rô bốt hiện đại và xịn,[5]
1 dạng tội phạm bẩm sinh suy nghĩ,[14]
công nhận nó phê như vậy thật,[2]
ánh ngọc mái ấm mà trẻ mồ côi nha em,"[6, 21]"
mình còn để ảnh bạn ấy trong thẻ học sinh xong bị thấy cơ,[19]
khoé mắt cay cay cảm thương hoàn cảnh quá,"[21, 6, 22]"
pham hoang nam đồng đội bạn ơi vậy,"[27, 0]"
dume đêm ròii cười tao cười vãi tí hàng xóm qua đánh bỏ mẹ,[0]
mình hỏi rồi mà họ nữa muốn bán nữa không bạn để hôm sau lên hỏi lại lần nữa,[27]
